Doc_name,Page_num,Paragraph_num,Paragraph_content,Paragraph_length,SA_label,17 SDG Alignment,GRI Topic Alignment,Informative & Non-Informative/Vague Sustainability Text Identification,Qualitative & Quantitative Sustainability Text Identification,High Potential Greenwashing Detection,Climate Alignment,GRI Climate Alignment,GRI Climate Action (SDG13) Alignment,Climate Action (SDG13) Alignment
Iron2023.pdf,18,4,"In 2022, Iron Mountain was able to increase the coverage of our waste data to 100% of our global operations. That data now serves as the foundation for our ongoing waste reduction efforts.",29,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Quantitative,Low Potential Greenwashing,Climate,GRI 306,Environmental Aspect (GRI 305),Climate Action (SDG13)
Iron2023.pdf,18,5,"• In 2023, we implemented a zero-waste pilot program at 15 sites to add recycling streams and educate employees on proper waste diversion. In 2024, the program was expanded and now includes 28 sites.",26,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Quantitative,Low Potential Greenwashing,Climate,GRI 306,Environmental Aspect (GRI 305),Climate Action (SDG13)
Iron2023.pdf,20,1,"Along with our company values, Iron Mountain strives to be a culture of voice and belonging, where every employee experiences the safety, confidence, and trust they need to contribute to their fullest potential, including giving and receiving feedback fairly and frequently. In our culture, diverse ideas, backgrounds, and perspectives are welcomed, fueling innovation that elevates the power of our customers’—and each other’s—work.",50,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,20,2,"The Iron Mountain Culture and Engagement team (C&E) builds partnerships with each of our businesses and functions across the enterprise to discover opportunities to enrich our culture and showcase how employees are living our values every day. Our values are Act with Integrity, Own Safety and Security, Build Customer Value, Take Ownership, and Promote Inclusion and Teamwork. C&E and the Diversity, Equity, and Inclusion team (DEI) partner to embed our ethos into the moments that matter and in key processes across the employee experience.",72,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,20,3,"In 2023, C&E put together a cross-functional team to deliver IM Listening, our annual global employee engagement survey. They enhanced the design and methodology based on learnings from the previous year. With a 73% Engagement Index score and an 86% overall participation rate, IM Listening: • Provides valuable and connected feedback to people managers, specific accountabilities for sustainable change, and deeper insights for understanding and promoting drivers of engagement and retention • Strengthens Iron Mountain imperatives in focusing on our future vision, communicating the rationale for change, and supporting Mountaineers’ collective well-being, collaboration, and success • Is an essential source for leaders to reference and connect to survey results when planning, deciding, announcing, and launching initiatives • Is a success measure for our enterprise priorities. ",100,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,20,4,"The Global Culture Network has grown to more than 2,000 Mountaineers to date. Members of the Culture Network are crucial collaborators who provide diverse insight and perspective to culture and employee engagement while sharing information with and inspiring fellow Mountaineers. These collective efforts aim to build and sustain a culture of recognition, continuous learning, well-being, innovation, diversity, equity, inclusion, and belonging.",50,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,20,5,"The Culture and Engagement team continues to collaborate with human resources teams to build and sustain a high-performing culture, strengthen engagement and belonging, and increase Iron Mountain’s value and visibility internally and in the global marketplace.",31,Relevant,SDG_8: Economic Growth,General,Non-informative/Vague,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,21,1,"In 2023, our Global Innovation and Product and Technology teams hosted their first-ever Iron Mountain Hackathon. This was a two-day virtual event that engaged employees from around the world to collaborate and have fun while showcasing their innovative ideas using their design, programming, and presentation skills.",39,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iron2023.pdf,21,2,"Of those 17 submissions, three ideas received special awards and are being evaluated for patent protection. Other team awards included the President’s Award, Crowd Favorite, Best Engineering, and Best Pitch.",22,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iron2023.pdf,21,3,"Artificial intelligence was a component of several solutions, from monitoring customer feedback to enabling a better customer experience. Other proposed innovations would personalize the onboarding experience for new employees and offer new ways to more efficiently search for information and documents.",38,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iron2023.pdf,21,4,"A U.S. pharmacy retailer wanted to reduce waste to the landfill and address security risks associated with protected health information (PHI) on pill bottles. Already a customer, the retailer and Iron Mountain worked together to identify secure plastics disposition solutions for the PHI-containing pill bottles and pharmaceutical stock bottles.",43,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iron2023.pdf,21,5,"In line with the retailer’s circular economy goals, the preference was to utilize molecular recycling, where possible. Due to the limited availability of recycling options in the U.S.,",23,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iron2023.pdf,21,6,"Iron Mountain adopted a hybrid approach to recycling the material based on the retailer’s preference and geographic availability. The solution involves Iron Mountain collecting the bottles from secure bins at over 3,000 U.S. locations, shredding the plastic, and sending it to recyclers with a verifiable chain of custody. The recyclers then convert the shredded plastic into feedstocks, which may be used to create new plastic products.",57,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iron2023.pdf,21,7,Both molecular and mechanical recycling of single-use plastics are circular approaches that reduce environmental impacts by keeping the plastic at its highest value and helping to displace virgin petrochemicals.,27,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iron2023.pdf,22,1,"As demonstrated by our 2023 Hackathon, we believe that a focus on continuous learning, coupled with the curiosity displayed by individuals and teams, supports innovative thinking and allows us to provide better solutions for our customers, while helping our employees achieve their career ambitions and reach their potential.",42,Relevant,SDG_4: Quality Education,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,22,2,"We offer a variety of training and development opportunities to our employees that augment and support our robust on-the-job skills-based training programs. Some of these programs are highlighted below. Each of these programs is focused on collaborative learning and spans a wide range of topics from leadership to effective communication, sustainability, and more.",46,Relevant,SDG_4: Quality Education,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,22,3,"In September 2023, we migrated sales team training and development resources to our Iron Mountain Sales University powered by Mindtickle, an online learning platform for all commercial team members. The tool is designed to provide microlearning opportunities for sellers to upskill in the moment about our products and sales methodologies.",46,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iron2023.pdf,22,4,"As part of that migration, we also created a Sales Leader University program which provides sales leaders with the processes, tools, and skills necessary to develop and manage successful sales teams and includes in-person and virtual workshops, coaching sessions, e-learning, podcasts, and more.",34,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iron2023.pdf,23,1,"Iron Mountain is committed to creating a culture where the words we say are matched by a universal sense of belonging—where all employees feel that their contributions are valued, their voices are heard, and they have the opportunity to achieve their goals and meet the needs of our customers. We recognize that a culture of belonging is critical for an organization to thrive and that a workforce comprising a wide range of perspectives and experiences helps us to excel. And so, while driving toward an inclusive working environment, we also strive to attract, develop, retain, and empower high-quality individuals from a wide range of talent pools. We believe this approach is not only the right thing to do, but that it also leads to better business decisions and is a catalyst for innovation and growth.",121,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,23,2,"To enable this cultural transformation, we have employed a framework that is focused on aligning our global DEI strategy with our business priorities: measuring and tracking our progress; auditing our systems, policies, and processes to ensure our structures facilitate inclusiveness; retaining our most valued assets—our employees; and ensuring accountability at all levels.",43,Relevant,SDG_8: Economic Growth,General,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,23,3,"Iron Mountain’s Global Chief Human Resources Officer (CHRO) leads our DEI strategy and initiatives and works closely with our executive team, Human Resources, Sustainability, DEI Council, and our Employee Resource Groups (ERGs), all of whom support the strategy in a variety of capacities. The Global DEI Council is made up of the executive team and supports the DEI strategy and initiatives, monitors the progress of DEI initiatives and enterprise goals, ensures accountability based on identified measures and goals, and communicates DEI progress to stakeholders.",72,Relevant,SDG_8: Economic Growth,General,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,24,1,"Our volunteer-based Employee Resource Groups represent cultural or marginalized groups and provide an opportunity for members and their allies to create a safe, inclusive environment. Mountaineers from around the globe participate in our ERGs, working together to offer educational content and other programming to all employees. Selected highlights from our ERGs in 2023 include: • The Black Colleagues ERG created a group mentorship series called Elevate, which was focused on fostering mentorship, professional development, and career paths by leveraging the power of shared experiences and representation.",74,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,24,2,"• The LGBTQIA+ and Ally@IM ERG hosted several events during June Pride Month: The Importance of Allyship featuring Irene Brank, storyteller, consultant, and advocate for the transgender community; a Pride Yoga Class; a Safe Space workshop with guest speaker, Dr. Douglas Koch, President of NEDLA (Northeast Digital Learning Association); and a Virtual Pride Celebration to close out Pride Month.",44,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iron2023.pdf,24,3,"• The U.S. Capable ERG presented several sessions to spotlight National Disability Employment and Awareness Month (NDEAM). This year’s theme was Advancing Access & Equity. In Latin America, the Capable group worked together to raise funds for the Teletón Foundation, which is focused on improving the quality of life for young people with motor disabilities to enable social inclusion.",50,Relevant,SDG_1: No Poverty,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,24,4,"• The Women@IM ERG created more than 60 pieces of content, including live events, vlogs, blogs, and newsletters, to support their membership during 2023. They hosted a five-part mental health series in collaboration with four other ERGs to provide a more comprehensive understanding of Iron Mountain benefits, as well as introduced our new IM Wellbeing resources. Finally, they partnered with GoodLife Fitness to deliver a six-part miniseries designed to elevate one’s mind, body, and overall well-being.",58,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iron2023.pdf,24,5,"In Q2 of 2023, Iron Mountain launched Peak, a digital platform that connects all Mountaineers globally and provides a central place for company news and information and for celebrating our successes. With translation capabilities, targeted content, and a mobile application experience, Peak is helping to enhance employee engagement, inclusion, and belonging, reaching Mountaineers no matter how or where they show up for work.",52,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iron2023.pdf,24,6,"By the end of the year, more than half of our Mountaineers had adopted Peak, exceeding our expectations and benchmarks. Launched and managed by the Corporate. ",22,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iron2023.pdf,24,7,"Communications team, Peak seeks to share regular updates from leadership and culture, sustainability, and business priorities, shining a light on what it means to be a Mountaineer.",22,Relevant,SDG_8: Economic Growth,General,Non-informative/Vague,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,25,1,"An ongoing focus for the Global Benefits, Wellbeing, and Mobility teams is ensuring that benefits align with our values, especially around diversity, equity, inclusion, and belonging. In 2023, we communicated with U.S.-based employees about Benefits for Belonging, a set of benefits that illustrates our commitment to belonging and ensuring we meet the varied needs of our global population.",47,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,25,2,"Some of these benefits include: • Providers that align with employee preferences, from language fluency, gender, ethnicity, or specialization • Gender affirmation services including a travel and lodging benefit, if necessary, to ensure geography is never a barrier to care • A specialized family planning benefit to support inclusive paths to parenthood for all Mountaineers • Support of mental health as a fundamental aspect of one’s overall health. ",55,Relevant,SDG_3: Good Health,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,25,3,"In 2024 we launched “Resources for Living”, a new global employee assistance program that will support all Iron Mountain employees and their household members—24 hours a day, seven days a week—at no cost.",26,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,25,4,"The program is more than a resource during a crisis. It is intended to be a foundational program designed to support ongoing, proactive employee resilience and well-being. The program is curated to address various aspects of an employee’s life, from emotional support to financial/legal counsel to caregiver needs, relationship and family matters, community resources, and emergency/basic needs. The program includes a range of resources including counseling services, educational materials, and tools to enhance mental and emotional well-being.",63,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,25,5,"The Resources for Living launch included clinician-led training for all Mountaineers and people leaders globally. The training introduced new Iron Mountain-specific resources, including a toolkit for people leaders and another focused on resilience. With executive-level sponsorship, the program is embedded through partnerships with our ERGs and culture network. Throughout the year, ongoing campaigns will ensure messaging reaches our employees across the globe.",52,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,27,1,Watch “A Flood of Memories - Appalshop”: Sharing the story of how Iron Mountain stepped in to support Appalshop after a 100-year flood damaged their audio-visual archive of Appalachian heritage.,24,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iron2023.pdf,27,2,"We protect our customers’ most important assets and information, and, as a result, we have a unique ability to leverage our strengths through our corporate philanthropic efforts. The Living Legacy Initiative is Iron Mountain’s charitable commitment to preserving cultural and historical information and artifacts and making them globally accessible to the public through digitization and education. Our grant program combines financial contributions, in-kind services, and customized solutions to nonprofit agencies, museums, and other nongovernmental organizations to build mutually beneficial partnerships that positively impact our communities.",72,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,27,3,"We select partners who align with our mission, vision, and values and who can benefit from our unique expertise. You can read more about our incredible partner organizations here.",25,Relevant,SDG_8: Economic Growth,General,Non-informative/Vague,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,27,4,"In 2023, we partnered with organizations focused on documenting, educating, and addressing how climate change is impacting cultural heritage sites across the globe. While exploring this new area of focus, we maintained our commitment to delivering educational resources to the public to share our collective history to help shape a more positive future. These resources include accessible online archives, guided virtual tours, educational traveling exhibits, preserved indigenous heritage, and more.",59,Relevant,SDG_13: Climate Action,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 101,Economical Aspect (GRI 201),Climate Action (SDG13)
Iron2023.pdf,27,5,"• As part of our long-time partnership, in 2023 CyArk digitally documented and released virtual guided tour experiences of sites from Italy, the United States, Greenland, Brazil, and India. Each of these projects focused on the impacts of climate change on cultural heritage. Highlighted in this video is the entire Cave #1 temple complex at the Elephanta Caves World Heritage Site in India.",51,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iron2023.pdf,27,6,"• In 2023, we began a new partnership with the People’s Palace Projects (PPP) to return the cave of Kamukuwaká to the Wauja people in the Indigenous Xingu Territory in the interior rainforest of Brazil. When the original cave was damaged, PPP and its partners recognized that it was an important part of the Wauja culture and were able to create a full-size replica to replace the original. In addition to financial support to fund the construction of the shelter for the cave replica, Iron Mountain is providing sea-freight shipping to relocate the cave from Spain where it is currently situated to the Xingu Territory in Brazil through its Crozier business, which specializes in fine arts storage and logistics. Read more about the cultural preservation of the cave of Kamukuwaká.",117,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iron2023.pdf,28,1,"We understand how busy life can be and that finding time to volunteer can be difficult, so we give full-time employees 16 hours and part-time employees eight hours of annual paid time off to volunteer for the causes that are important to them.",38,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,28,2,"In 2023, we continued to see an increase in the number of employees volunteering as well as the average number of hours being logged weekly. We attribute that success to our focus on driving the visibility of the program through leadership communications and posts on our internal communications platform. We shared the volunteer work being done by employees in their local communities across the globe, including animal rescue groups, environmental cleanups, disaster relief efforts, and support for local firehouses, schools, nonprofit boards, and youth sports teams.",75,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,28,3,"Our Volunteer Impact Challenge also served as a way to encourage employees to get involved. At the end of the year, the employee who volunteered the most hours received a $5,000 donation to the charitable organization of their choice. In addition, every employee who logged at least one hour during the year was entered into a raffle for a donation of $1,000 to the charitable organization of their choice. The employee who won logged a total of 765 hours helping a local dog rescue organization!",76,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iron2023.pdf,28,4,"In early December, in recognition of International Volunteer Day, 210 employees representing 13 countries (Argentina, Australia, Brazil, Canada, Colombia, France, 13 geographies, India, Mexico, Netherlands, Peru, United Kingdom and the United States) contributed 1,317 volunteer hours to causes they care about in their communities. As part of that overall total, we hosted our first-ever virtual volunteer event in the United States with 122 employees volunteering 327 hours and helping 2,799 people access food resources in their local communities.",53,Relevant,SDG_1: No Poverty,Social,Informative,Quantitative,Low Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,29,1,"In 2023, Iron Mountain reached out to Habitat for Humanity to discuss donating materials that were no longer in use at our facilities and could be sold in their stores to raise funds to build homes for those in need. What started as an exploratory conversation quickly turned into a solution to benefit both parties. To date, Iron Mountain has donated over 55 pallets of storage containers that were previously used to store and transport computer backup tapes.",72,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iron2023.pdf,29,2,"Chicago, Danbury, Houston, Sacramento, San Diego, Seattle, and Tempe. For Iron Mountain, this aligns with our circular economy and zero-waste goals, and Habitat for Humanity will be able to use the proceeds from these sales to help fund its mission. Truly a win-win.",31,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iron2023.pdf,29,3,We now have local Habitat for Humanity contacts in nineteen markets where we can continue to explore additional options for donating materials that are no longer needed.,26,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iron2023.pdf,29,4,"Established over 24 years ago, Iron Mountain’s Supplier Diversity program is an essential component of our commitment to sustainability. Our program aims to promote the growth and presence of diverse suppliers in our supply chain. We acknowledge that minority-, women-, LGBTQIA+-, disability-, and veteran-owned companies, as well as small businesses, play a significant role in contributing to the overall economic strength of our communities and can drive better business outcomes through innovation, efficiency, and collaboration.",60,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,29,5,"Engaging with various suppliers is a crucial component of our supplier diversity initiative. Council participation serves as a key avenue for our outreach endeavors. By actively participating in supplier diversity councils, we foster connections with a diverse range of suppliers, providing them with insights into Iron Mountain and guiding them on the process of becoming a supplier with our organization.",55,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,29,6,"Recently, our procurement team engaged with over 100 diverse suppliers at the Women’s Business Enterprise National Council (WBENC) National Conference in Nashville, TN. During the conference, we had the unique opportunity to interact with supply chain students at Tennessee State University (HBCU) and increase their understanding of supply chain management. Also, as part of the conference, Iron Mountain sponsored an event at Yay Yay’s Southern Style Café on historic Jefferson Street in Nashville, TN, where we hosted customers and current and potential suppliers.",68,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iron2023.pdf,29,7,"We are continuously working toward achieving our supplier diversity goals. Our goal is to continue to increase our diverse-supplier spend with minority-, women-, veteran-, disability-, and LGBTQIA+-owned businesses in the U.S. We are proud to report that for 2023, we achieved a 56% increase from our 2020 baseline. We also track our spend with small businesses. Our small business spend, combined with our diverse-supplier spend, exceeded $279M in 2023.",51,Relevant,SDG_8: Economic Growth,Social,Informative,Quantitative,Low Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,31,1,"Third party assured Iron Mountain has received external assurance for content in this report as described in Appendix B, page 65. We have indicated which metrics received assurance throughout the performance tables.",29,Relevant,SDG_16: Peace,Environmental,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,31,2,"Greenhouse gas (GHG) emissions data is as of 12/31/2023. The time frame for the data is 1/1/2022 to 12/31/2023. The data boundary for the corporate inventory of GHG emissions includes Scope 1, 2 and 3 emissions covered by the GHG Protocol across all Iron Mountain operations.",38,Relevant,SDG_13: Climate Action,Environmental,Informative,Quantitative,Low Potential Greenwashing,Climate,GRI 305,Environmental Aspect (GRI 305),Climate Action (SDG13)
Iron2023.pdf,31,3,*The Scope 1 totals for 2022 have been updated from our 2022 Sustainability Report to reflect the GHG Protocol recommendation that emissions from substances covered by the Montreal Protocol be reported outside the scope of a company’s corporate inventory. See Greenhouse Gases Inventories: Accounting and Reporting Standard Amendment February 2023.,42,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Qualitative,Low Potential Greenwashing,Climate,GRI 305,Environmental Aspect (GRI 305),Climate Action (SDG13)
Iron2023.pdf,32,1,Energy data is as of 12/31/2023. Time frame for data is 1/1/2019 to 12/31/2023. The data boundary is all Iron Mountain operations and includes a gap analysis and estimation process to cover all operations.,30,Relevant,SDG_7: Affordable Energy,Environmental,Informative,Quantitative,Low Potential Greenwashing,Climate,GRI 302,Environmental Aspect (GRI 305),Climate Action (SDG13)
Iron2023.pdf,32,2,Waste data is as of 12/31/2023. Time frame for data is 1/1/2019 to 12/31/2023. The data boundary for 2023 is all operations and includes waste disposed of on behalf of our customers. It includes a gap analysis and an estimation process to cover all operations. Waste data for the years 2019–2021 does not includes the aforementioned estimation process.,50,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Quantitative,Low Potential Greenwashing,Climate,GRI 306,Environmental Aspect (GRI 305),Climate Action (SDG13)
Iron2023.pdf,33,1,"Water data is as of 12/31/2023. Time frame for data is 1/1/2019 to 12/31/2023. Water data for 2019, 2021, 2022, and 2023 represents approximately 43%, 46%, 48%, and 42%, respectively, of our total global square footage.",23,Relevant,SDG_6: Clean Water & Sanitation,Environmental,Informative,Quantitative,Low Potential Greenwashing,Climate,GRI 303,Economical Aspect (GRI 201),Climate Action (SDG13)
Iron2023.pdf,34,1,"Workforce data is as of 12/31/2023. The data boundary is all active employees in our internal human resources database. This represents 26,094 of approximately 27,000 employees, or approximately 96.6% of the global Iron Mountain workforce. One employee did not disclose gender as of 12/31/23.",36,Relevant,SDG_8: Economic Growth,Social,Informative,Quantitative,Low Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,35,1,"Workforce data is as of 12/31/2023. The data boundary is all active employees in our internal human resources database. This represents 26,094 of approximately 27,000 employees, or approximately 96.6% of the global Iron Mountain workforce.",28,Relevant,SDG_8: Economic Growth,Social,Informative,Quantitative,Low Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,38,1,"Support: Clerical/ Administrative 86.6% 103.5% 92.6% 92.0% 97.4% 88.0% 88.8% 100.3% 89.2% 108.7% (1) Total Guaranteed Pay (TGP): Due to local pay practices, TGP was used in place of base salary in local currency. *Too few to report and maintain confidentiality.",23,Relevant,SDG_8: Economic Growth,Economic,Informative,Quantitative,Low Potential Greenwashing,Non-Climate,GRI 2,Economical Aspect (GRI 201),Non-Climate Action
Iron2023.pdf,38,2,"Professional: nonmanagerial roles that contribute to strategic objectives by applying specialized knowledge of theories, practices, and procedures. In the United States, these positions are typically exempt from overtime regulations. The Sales category includes selling jobs compensated through a combination of base salary, sales commissions, and/or sales compensation incentive plans. The Non-Sales category encompasses all other professional roles.",45,Relevant,SDG_8: Economic Growth,Economic,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,38,3,"Support: nonmanagerial roles focused on task completion and skills-based contributions, often involving administrative, clerical, or manual tasks. In the United States, individuals in these roles are typically eligible for overtime pay as outlined in local labor regulations. Manual category includes roles primarily involving hands-on physical tasks. Clerical/Administrative category includes roles focused on clerical or administrative duties, typically not involving physical labor.",48,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,39,1,"Support: Clerical/Administrative 101.3% 106.8% 105.1% 88.8% (1) Total Guaranteed Pay (TGP): Due to local pay practices, TGP was used in place of base salary in local currency. *Too few to report and maintain confidentiality.",22,Relevant,SDG_8: Economic Growth,Economic,Informative,Quantitative,Low Potential Greenwashing,Non-Climate,GRI 2,Economical Aspect (GRI 201),Non-Climate Action
Iron2023.pdf,40,1,Employees on maternity or paternity leave at some time during 2020 214 73 141 2021 employees who returned to work after maternity or paternity leave ended 214 73 141. ,21,Relevant,SDG_8: Economic Growth,Social,Informative,Quantitative,Low Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Climate Action (SDG13)
Iron2023.pdf,40,2,Total number of employees who returned from maternity or paternity leave during 2020 and are still employed 12 months after their return 214 73 140 2021 retention rate 100% 100% 99.3%,22,Relevant,SDG_8: Economic Growth,Social,Informative,Quantitative,Low Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,41,1,Training hours as of 12/31/2023. The data boundary is all hours captured through the LinkedIn Learning system as well as training and development hours that are part of our Women in Leadership program.,31,Relevant,SDG_5: Gender Equlaity,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,43,1,"A materiality assessment and stakeholder engagement process helps us understand our stakeholders’ needs by identifying topics that are relevant to the success of our company and areas where we make an impact on society. We use data from the process to refine our sustainability strategy and determine how we can make business decisions that positively impact our communities. We revisit this process every two to three years to account for changes to the business, regulations, society, and climate. We refreshed our materiality assessment and stakeholder engagement process in 2022 using guidance from the Global Reporting Initiative (GRI) 3: Material Topics 2021 standard in order to consider a double-materiality perspective. GRI’s publication The double-materiality concept; Application and issues asks organizations to not only look internally at how sustainability topics impact their performance or value, but also to look externally at how the organization affects the environment and society.",129,Relevant,SDG_8: Economic Growth,Economic,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
